Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Start_Date,Loan_Amount,Interest_Rate,Tenure_Months,Outstanding_Amount,Loan_Status
LOAN06157,CUST05224,BR041,Education Loan,2025-01-06,484059.44,11.95,240,87520.11,Closed
LOAN06158,CUST00430,BR033,Business Loan,2020-03-25,3356341.77,10.48,36,3068846.26,Pending
LOAN06159,CUST01027,BR052,Home Loan,2020-01-26,5242165.1,12.56,48,2010250.59,Defaulted
LOAN06160,CUST05579,BR022,Home Loan,2023-12-22,6308162.33,10.85,36,3936936.47,Pending
LOAN06161,CUST04433,BR048,Auto Loan,2023-09-20,789784.71,8.51,48,51298.9,Active
LOAN06162,CUST06702,BR003,Business Loan,2022-03-18,4518271.1,10.94,12,1000211.81,Closed
LOAN06163,CUST06447,BR041,Business Loan,2023-01-17,444131.28,8.04,180,205151.73,Active
LOAN06164,CUST06097,BR011,Personal Loan,2024-09-03,192502.92,15.22,24,186836.3,Closed
LOAN06165,CUST03996,BR050,Education Loan,2024-03-01,764630.75,7.52,36,453292.53,Active
LOAN06166,CUST03416,BR022,Education Loan,2021-03-29,227265.08,13.31,12,190805.14,Active
LOAN06167,CUST02164,BR001,Auto Loan,2023-03-16,1102720.09,11.05,180,453552.19,Pending
LOAN06168,CUST01947,BR006,Personal Loan,2021-10-19,414019.85,12.38,60,220711.61,Active
LOAN06169,CUST04975,BR016,Personal Loan,2020-06-16,469073.5,11.29,180,111937.43,Pending
LOAN06170,CUST05695,BR031,Personal Loan,2022-03-20,525795.54,8.13,84,482095.57,Closed
LOAN06171,CUST05875,BR047,Auto Loan,2023-01-23,1065928.59,13.25,12,970358.97,Closed
LOAN06172,CUST07879,BR004,Personal Loan,2024-05-29,525905.82,8.46,24,205569.18,Closed
LOAN06173,CUST04033,BR007,Auto Loan,2022-10-02,1050578.39,12.8,180,794658.33,Defaulted
LOAN06174,CUST01050,BR060,Education Loan,2023-12-16,657048.87,7.86,24,364717.47,Closed
LOAN06175,CUST01354,BR045,Business Loan,2025-11-10,3807111.87,11.81,12,971823.71,Pending
LOAN06176,CUST01873,BR036,Business Loan,2024-03-19,516773.86,12.69,240,215500.21,Pending
LOAN06177,CUST03761,BR039,Business Loan,2023-12-31,597430.77,8.81,180,558650.12,Pending
LOAN06178,CUST00786,BR039,Personal Loan,2020-01-02,55517.77,12.78,60,10810.68,Pending
LOAN06179,CUST07023,BR008,Education Loan,2025-07-30,992235.03,8.58,12,356435.65,Pending
LOAN06180,CUST04036,BR040,Education Loan,2025-09-18,1003484.81,13.52,60,116649.16,Closed
LOAN06181,CUST01970,BR015,Auto Loan,2024-12-28,860680.44,14.66,84,791823.58,Active
LOAN06182,CUST00425,BR014,Personal Loan,2022-09-04,569064.96,7.76,12,205196.05,Closed
LOAN06183,CUST00116,BR003,Home Loan,2022-01-30,3384079.03,13.41,24,235476.69,Pending
LOAN06184,CUST00691,BR058,Business Loan,2020-04-04,4124690.53,13.11,60,3640770.57,Defaulted
LOAN06185,CUST04490,BR051,Education Loan,2022-11-05,1435692.7,15.38,12,1182591.98,Active
LOAN06186,CUST07820,BR028,Auto Loan,2021-11-14,1602429.59,9.05,180,295714.64,Pending
LOAN06187,CUST05643,BR004,Business Loan,2021-06-27,4277782.6,7.62,36,452927.29,Pending
LOAN06188,CUST02636,BR005,Auto Loan,2022-09-03,1785753.02,8.9,240,667669.0,Closed
LOAN06189,CUST01889,BR026,Home Loan,2024-08-08,3114412.95,13.54,12,2652486.39,Pending
LOAN06190,CUST03831,BR007,Education Loan,2024-11-19,902431.46,12.77,180,268959.13,Defaulted
LOAN06191,CUST02695,BR057,Education Loan,2024-03-29,342454.42,9.44,36,204329.85,Closed
LOAN06192,CUST02163,BR060,Business Loan,2022-07-23,873815.7,7.93,48,320234.5,Closed
LOAN06193,CUST06536,BR054,Home Loan,2023-06-04,1294223.83,7.72,120,825856.25,Defaulted
LOAN06194,CUST00389,BR033,Business Loan,2024-03-28,2869972.99,10.76,240,2345444.12,Pending
LOAN06195,CUST06347,BR048,Education Loan,2021-08-04,1366364.53,13.77,36,873896.56,Defaulted
LOAN06196,CUST06222,BR024,Education Loan,2025-06-01,278862.79,9.56,60,269087.95,Pending
LOAN06197,CUST05891,BR004,Personal Loan,2025-07-22,635256.46,8.83,24,536483.36,Pending
LOAN06198,CUST04328,BR037,Personal Loan,2025-05-11,451327.97,7.82,120,381158.88,Active
LOAN06199,CUST03957,BR021,Auto Loan,2020-09-25,711364.53,10.81,12,82937.27,Defaulted
LOAN06200,CUST06572,BR001,Auto Loan,2022-02-18,426989.93,12.83,48,81267.35,Active
LOAN06201,CUST03672,BR008,Auto Loan,2022-10-01,1694943.31,12.78,120,1339536.94,Closed
LOAN06202,CUST06365,BR034,Home Loan,2020-09-02,3337126.79,10.42,24,1010593.57,Pending
LOAN06203,CUST05088,BR048,Home Loan,2025-03-06,5095069.65,8.54,120,1545215.17,Active
LOAN06204,CUST03346,BR040,Auto Loan,2021-01-10,1558014.8,11.0,120,278609.57,Defaulted
LOAN06205,CUST07367,BR044,Home Loan,2021-04-03,3849886.2,8.28,24,363496.47,Active
LOAN06206,CUST05926,BR031,Personal Loan,2023-07-31,712725.71,15.07,48,497999.16,Pending
LOAN06207,CUST04932,BR043,Auto Loan,2023-08-18,765110.9,14.71,36,446040.56,Pending
LOAN06208,CUST06090,BR046,Auto Loan,2020-11-15,1155698.55,9.54,24,1112205.02,Closed
LOAN06209,CUST06790,BR002,Business Loan,2020-11-08,918080.1,14.89,240,530791.06,Closed
LOAN06210,CUST00189,BR016,Education Loan,2021-12-04,1142217.28,14.7,12,237479.04,Closed
LOAN06211,CUST04964,BR013,Personal Loan,2022-04-21,354510.16,11.02,24,174166.51,Closed
LOAN06212,CUST03038,BR036,Personal Loan,2024-08-23,356469.64,9.92,180,251794.22,Closed
LOAN06213,CUST05571,BR059,Personal Loan,2021-02-23,349498.62,11.2,24,168887.0,Defaulted
LOAN06214,CUST05081,BR034,Personal Loan,2025-11-22,554081.6,7.28,48,243061.03,Defaulted
LOAN06215,CUST06339,BR019,Education Loan,2023-01-20,115355.25,9.29,24,57416.4,Pending
LOAN06216,CUST01612,BR003,Education Loan,2025-05-15,234812.49,13.99,36,127679.11,Active
LOAN06217,CUST00118,BR011,Business Loan,2020-02-08,3095183.49,9.32,12,2430846.73,Active
LOAN06218,CUST02374,BR045,Personal Loan,2024-05-19,556692.37,9.96,60,506546.89,Active
LOAN06219,CUST04649,BR055,Personal Loan,2021-07-17,732815.03,15.41,60,691710.18,Closed
LOAN06220,CUST05880,BR027,Business Loan,2025-12-22,912309.93,8.45,24,523286.84,Active
LOAN06221,CUST05778,BR048,Auto Loan,2025-05-20,1152959.4,8.84,120,717577.83,Closed
LOAN06222,CUST01189,BR029,Business Loan,2020-11-30,1067219.66,11.64,36,545635.42,Closed
LOAN06223,CUST07447,BR048,Auto Loan,2023-05-06,1453752.67,8.44,12,1168577.07,Defaulted
LOAN06224,CUST03252,BR010,Education Loan,2022-09-12,1218948.18,8.2,240,856066.06,Active
LOAN06225,CUST05940,BR058,Home Loan,2025-08-15,6314597.21,7.26,84,3403050.1,Active
LOAN06226,CUST01631,BR028,Education Loan,2023-10-06,610389.27,9.45,84,605714.68,Closed
LOAN06227,CUST06372,BR016,Home Loan,2024-02-24,7566041.22,15.49,240,4366805.21,Pending
LOAN06228,CUST01590,BR059,Personal Loan,2024-09-30,745680.27,14.86,240,47552.14,Pending
LOAN06229,CUST06348,BR019,Education Loan,2022-09-25,1217976.06,9.38,36,531034.87,Pending
LOAN06230,CUST06635,BR034,Personal Loan,2024-10-18,288273.42,7.55,36,33406.38,Pending
LOAN06231,CUST04538,BR026,Education Loan,2021-06-20,453935.57,7.41,12,420104.31,Pending
LOAN06232,CUST07100,BR007,Education Loan,2024-04-20,266243.23,12.12,12,126438.84,Active
LOAN06233,CUST01468,BR020,Education Loan,2023-03-14,258012.08,11.88,12,43086.94,Pending
LOAN06234,CUST04418,BR023,Business Loan,2025-12-06,1299187.5,12.03,120,902501.86,Closed
LOAN06235,CUST07973,BR042,Personal Loan,2025-02-22,310847.56,14.64,84,87064.17,Active
LOAN06236,CUST02598,BR015,Home Loan,2021-12-12,2566293.24,9.08,12,1143421.93,Active
LOAN06237,CUST04547,BR057,Personal Loan,2021-04-15,606599.17,12.3,180,73611.12,Pending
LOAN06238,CUST00502,BR012,Personal Loan,2023-05-05,720207.06,12.37,120,386792.97,Active
LOAN06239,CUST07614,BR027,Home Loan,2025-10-02,7080947.2,8.0,180,2376618.49,Active
LOAN06240,CUST00355,BR010,Personal Loan,2025-01-29,57122.97,12.78,180,23316.29,Pending
LOAN06241,CUST00107,BR026,Auto Loan,2021-01-30,1066773.73,7.64,36,907094.74,Pending
LOAN06242,CUST00489,BR026,Personal Loan,2023-08-24,423470.77,14.7,48,51458.79,Active
LOAN06243,CUST04875,BR055,Home Loan,2025-02-13,2382565.15,10.28,36,913233.1,Active
LOAN06244,CUST02137,BR056,Business Loan,2021-04-25,2453974.0,8.66,60,1915156.61,Defaulted
LOAN06245,CUST06750,BR038,Business Loan,2025-08-02,1620138.33,14.15,24,389859.76,Pending
LOAN06246,CUST05598,BR001,Personal Loan,2025-10-10,546586.11,8.29,180,53702.15,Closed
LOAN06247,CUST07610,BR024,Auto Loan,2025-11-09,207375.39,13.85,24,104541.16,Pending
LOAN06248,CUST00602,BR016,Home Loan,2024-04-13,2782788.73,8.93,48,420423.24,Active
LOAN06249,CUST01989,BR015,Education Loan,2023-01-30,441238.17,15.02,120,82976.06,Active
LOAN06250,CUST05347,BR030,Business Loan,2021-04-10,2613352.7,8.06,24,1482758.43,Closed
LOAN06251,CUST00359,BR036,Auto Loan,2021-11-15,1379069.84,10.89,48,352170.62,Active
LOAN06252,CUST03206,BR027,Auto Loan,2025-10-19,1394152.39,13.78,48,1288812.17,Closed
LOAN06253,CUST06342,BR042,Home Loan,2024-02-24,7424047.99,7.7,120,884397.81,Defaulted
LOAN06254,CUST00513,BR024,Home Loan,2023-08-09,7753632.91,15.11,240,1608238.36,Closed
LOAN06255,CUST00979,BR043,Business Loan,2025-06-03,2546809.92,11.28,180,959145.02,Closed
LOAN06256,CUST07562,BR012,Business Loan,2021-03-05,2300391.8,11.26,84,2083509.98,Defaulted
LOAN06257,CUST06255,BR047,Personal Loan,2021-01-08,691001.92,11.99,84,513190.05,Closed
LOAN06258,CUST03667,BR039,Education Loan,2022-12-15,123567.65,13.08,48,92095.61,Defaulted
LOAN06259,CUST04363,BR011,Business Loan,2021-07-15,4648464.85,15.31,36,3990922.82,Pending
LOAN06260,CUST06159,BR010,Auto Loan,2022-06-11,857853.4,11.92,24,508728.09,Defaulted
LOAN06261,CUST03895,BR054,Home Loan,2022-10-18,4986075.46,7.04,24,4854817.38,Closed
LOAN06262,CUST00123,BR045,Business Loan,2020-12-11,788305.66,15.17,180,709254.11,Active
LOAN06263,CUST07214,BR042,Auto Loan,2021-10-19,1314617.54,11.54,180,990532.62,Active
LOAN06264,CUST01449,BR025,Business Loan,2021-10-20,951645.46,12.35,180,74029.45,Active
LOAN06265,CUST03606,BR014,Business Loan,2020-01-02,1081771.9,14.21,48,828044.26,Pending
LOAN06266,CUST04821,BR059,Education Loan,2021-08-09,413078.47,10.55,180,155431.08,Defaulted
LOAN06267,CUST05723,BR042,Personal Loan,2024-03-06,170281.47,7.07,24,100510.89,Closed
LOAN06268,CUST03971,BR058,Education Loan,2021-02-14,673865.58,12.97,36,418030.42,Closed
LOAN06269,CUST01406,BR021,Auto Loan,2020-11-02,285657.11,11.04,36,94204.54,Defaulted
LOAN06270,CUST04325,BR019,Education Loan,2021-11-24,465359.42,8.33,84,195748.79,Active
LOAN06271,CUST01727,BR013,Education Loan,2021-06-30,264770.96,13.25,24,258102.09,Active
LOAN06272,CUST05971,BR018,Business Loan,2025-01-07,2861328.81,12.08,84,2301667.83,Defaulted
LOAN06273,CUST06004,BR007,Personal Loan,2025-02-17,743325.14,11.05,48,288418.79,Closed
LOAN06274,CUST03761,BR057,Personal Loan,2020-04-17,546401.57,9.62,60,335476.56,Defaulted
LOAN06275,CUST05527,BR022,Auto Loan,2024-01-27,1933852.52,8.29,120,220037.69,Closed
LOAN06276,CUST06788,BR007,Education Loan,2023-06-04,919839.24,13.84,240,188495.04,Closed
LOAN06277,CUST00927,BR008,Education Loan,2024-11-23,322379.25,7.55,36,296785.38,Active
LOAN06278,CUST04894,BR001,Business Loan,2020-09-30,1782570.59,7.02,84,785628.22,Closed
LOAN06279,CUST05948,BR059,Education Loan,2023-09-28,1497257.13,8.36,36,146655.0,Pending
LOAN06280,CUST02648,BR046,Education Loan,2025-08-14,1091131.78,10.83,180,612665.25,Defaulted
LOAN06281,CUST00258,BR003,Education Loan,2022-06-19,1233775.56,12.01,120,747028.99,Active
LOAN06282,CUST01903,BR058,Personal Loan,2020-07-03,234897.8,10.36,240,22696.55,Closed
LOAN06283,CUST00516,BR060,Business Loan,2024-12-03,3407092.78,13.52,120,1054485.87,Pending
LOAN06284,CUST04577,BR032,Home Loan,2022-04-06,2332091.63,10.84,24,472390.9,Active
LOAN06285,CUST06302,BR055,Home Loan,2022-03-08,4123116.55,7.75,120,2564493.56,Pending
LOAN06286,CUST05371,BR005,Auto Loan,2022-05-31,1434633.02,8.11,36,491648.69,Closed
LOAN06287,CUST02857,BR028,Home Loan,2024-10-12,7898325.48,14.19,12,5561342.97,Pending
LOAN06288,CUST02927,BR021,Education Loan,2023-08-22,197066.75,9.59,48,75928.89,Closed
LOAN06289,CUST06504,BR037,Business Loan,2023-09-15,686232.23,10.01,12,63427.67,Pending
LOAN06290,CUST01204,BR045,Personal Loan,2025-07-22,535297.28,7.64,12,424382.37,Closed
LOAN06291,CUST04367,BR057,Auto Loan,2023-08-27,580398.53,9.38,12,511877.59,Active
LOAN06292,CUST07042,BR045,Home Loan,2022-05-06,5219930.14,10.76,24,4211035.11,Active
LOAN06293,CUST01880,BR047,Personal Loan,2023-04-15,175396.32,9.94,120,67811.01,Active
LOAN06294,CUST02773,BR010,Personal Loan,2022-04-23,738681.55,9.3,84,412433.65,Defaulted
LOAN06295,CUST07307,BR033,Business Loan,2021-06-19,3318879.54,13.49,24,1561618.26,Pending
LOAN06296,CUST02299,BR014,Education Loan,2023-11-13,619364.26,13.42,60,418757.37,Closed
LOAN06297,CUST02263,BR059,Auto Loan,2021-05-25,1461684.61,11.24,84,1258067.49,Active
LOAN06298,CUST05094,BR023,Business Loan,2023-11-12,915692.57,8.57,120,130615.52,Closed
LOAN06299,CUST03501,BR012,Personal Loan,2021-09-09,519667.28,7.33,48,518128.24,Active
LOAN06300,CUST01949,BR026,Auto Loan,2022-07-02,1622152.55,14.73,84,511216.32,Pending
LOAN06301,CUST04868,BR043,Education Loan,2021-03-19,1493264.44,7.67,36,1473354.45,Active
LOAN06302,CUST04424,BR059,Home Loan,2025-04-22,4412581.41,8.53,120,721749.58,Active
LOAN06303,CUST00380,BR031,Home Loan,2022-05-23,5774743.66,13.1,12,3489852.64,Active
LOAN06304,CUST01237,BR025,Personal Loan,2022-11-10,84081.37,7.32,36,56002.13,Active
LOAN06305,CUST03053,BR009,Auto Loan,2022-11-30,1733893.33,9.97,12,1000327.75,Closed
LOAN06306,CUST03354,BR037,Home Loan,2025-03-21,7956569.76,8.29,24,6096808.46,Defaulted
LOAN06307,CUST02337,BR030,Auto Loan,2020-07-04,293389.88,13.51,180,194447.41,Active
LOAN06308,CUST05759,BR031,Personal Loan,2020-05-29,704153.31,14.59,12,664609.29,Closed
LOAN06309,CUST05727,BR027,Business Loan,2022-12-06,1541043.05,7.81,60,283420.13,Active
LOAN06310,CUST01099,BR043,Business Loan,2022-04-24,1991175.13,12.23,12,824174.27,Defaulted
LOAN06311,CUST04222,BR046,Home Loan,2021-10-15,934835.85,11.35,240,300386.54,Closed
LOAN06312,CUST05568,BR057,Personal Loan,2021-07-04,649794.34,10.13,36,266366.96,Defaulted
LOAN06313,CUST00607,BR004,Home Loan,2024-11-28,6966659.71,15.26,60,4268172.49,Active
LOAN06314,CUST02134,BR030,Education Loan,2023-08-04,902415.47,15.41,12,469857.85,Active
LOAN06315,CUST02037,BR002,Personal Loan,2021-02-09,702570.91,10.54,24,323902.0,Closed
LOAN06316,CUST02254,BR018,Home Loan,2024-10-10,6079116.28,15.0,180,5015141.1,Pending
LOAN06317,CUST04924,BR028,Auto Loan,2025-08-08,749865.78,14.38,120,136903.99,Active
LOAN06318,CUST07907,BR015,Business Loan,2025-09-06,1444290.08,13.88,48,207792.4,Defaulted
LOAN06319,CUST07654,BR028,Home Loan,2021-09-14,6876806.27,9.48,12,4152139.77,Defaulted
LOAN06320,CUST03643,BR059,Education Loan,2022-03-06,1173916.05,14.26,12,976576.63,Defaulted
LOAN06321,CUST06611,BR042,Education Loan,2021-10-06,1044679.51,14.35,36,963922.29,Active
LOAN06322,CUST07388,BR043,Personal Loan,2021-09-26,671947.11,11.92,240,133569.97,Pending
LOAN06323,CUST05743,BR002,Personal Loan,2021-05-22,443319.07,9.74,84,215211.73,Defaulted
LOAN06324,CUST02482,BR017,Business Loan,2023-08-07,3058755.15,10.94,60,1762218.92,Closed
LOAN06325,CUST00289,BR050,Education Loan,2022-05-10,222677.73,8.44,24,124659.07,Active
LOAN06326,CUST03154,BR007,Business Loan,2025-08-08,2960048.19,7.41,36,1536222.47,Pending
LOAN06327,CUST05364,BR036,Personal Loan,2020-07-04,454872.34,12.59,12,363474.4,Closed
LOAN06328,CUST00282,BR026,Business Loan,2021-05-25,3591775.73,11.15,12,3369362.62,Active
LOAN06329,CUST06192,BR059,Home Loan,2025-08-09,4990626.82,13.54,60,3496440.79,Defaulted
LOAN06330,CUST00155,BR019,Home Loan,2020-09-06,3692522.8,8.07,120,975819.73,Closed
LOAN06331,CUST02034,BR017,Home Loan,2025-01-30,3563482.66,7.05,12,2450846.54,Closed
LOAN06332,CUST06575,BR005,Education Loan,2025-04-08,233967.75,12.67,180,90352.12,Pending
LOAN06333,CUST02892,BR025,Home Loan,2025-05-02,4152896.34,14.03,60,2391131.67,Closed
LOAN06334,CUST05767,BR007,Business Loan,2022-06-13,1745973.91,8.76,12,1404475.5,Pending
LOAN06335,CUST03877,BR031,Business Loan,2022-03-15,2994221.4,12.58,48,1427725.69,Pending
LOAN06336,CUST00437,BR027,Business Loan,2023-12-19,4006316.4,10.93,36,558702.61,Closed
LOAN06337,CUST04476,BR009,Education Loan,2025-10-02,786653.94,14.06,12,627538.14,Pending
LOAN06338,CUST00764,BR038,Education Loan,2024-08-18,1057630.34,10.52,12,509989.06,Active
LOAN06339,CUST05017,BR056,Auto Loan,2020-10-06,1141430.18,8.46,12,1008278.97,Pending
LOAN06340,CUST00668,BR046,Education Loan,2023-12-08,1367301.22,15.05,180,843115.18,Closed
LOAN06341,CUST03088,BR038,Auto Loan,2025-02-03,1475155.68,10.61,48,787574.59,Active
LOAN06342,CUST04600,BR032,Home Loan,2025-10-03,4547903.14,9.07,180,2371925.41,Active
LOAN06343,CUST06244,BR024,Personal Loan,2025-10-11,762068.77,14.82,48,500792.26,Active
LOAN06344,CUST01006,BR054,Personal Loan,2023-12-14,568394.02,12.22,180,367560.46,Defaulted
LOAN06345,CUST05243,BR055,Education Loan,2020-11-27,788528.45,10.68,180,224054.2,Active
LOAN06346,CUST06419,BR053,Personal Loan,2022-11-20,101501.51,9.57,24,7446.02,Defaulted
LOAN06347,CUST07454,BR025,Personal Loan,2022-07-05,310612.61,14.96,36,226524.64,Active
LOAN06348,CUST03564,BR052,Home Loan,2021-05-13,2756780.91,11.83,60,1619701.14,Active
LOAN06349,CUST00414,BR016,Education Loan,2021-11-24,837760.73,12.26,60,311303.6,Defaulted
LOAN06350,CUST02237,BR006,Personal Loan,2022-01-26,134309.36,13.58,60,129762.2,Active
LOAN06351,CUST04329,BR034,Personal Loan,2024-09-28,286014.82,7.82,36,42030.26,Active
LOAN06352,CUST04629,BR026,Home Loan,2022-08-06,4496132.06,7.82,180,4221719.83,Defaulted
LOAN06353,CUST07510,BR010,Personal Loan,2023-10-22,429798.73,9.15,60,184497.01,Defaulted
LOAN06354,CUST07042,BR058,Home Loan,2025-05-28,4972679.88,12.86,120,266091.27,Closed
LOAN06355,CUST05531,BR033,Personal Loan,2022-08-19,182719.95,12.02,24,19855.02,Pending
LOAN06356,CUST04440,BR019,Auto Loan,2022-01-16,1877998.68,7.87,120,1342280.33,Active
LOAN06357,CUST01719,BR038,Business Loan,2021-03-16,4577021.02,11.98,120,1901504.63,Closed
LOAN06358,CUST05802,BR037,Home Loan,2020-10-20,4436185.49,9.71,48,3975808.45,Closed
LOAN06359,CUST01330,BR051,Home Loan,2024-08-04,2837174.76,10.07,84,2633965.97,Defaulted
LOAN06360,CUST01277,BR004,Personal Loan,2024-06-29,382869.53,9.69,240,277592.55,Pending
LOAN06361,CUST05883,BR016,Personal Loan,2020-06-11,463686.18,7.45,60,269683.73,Active
LOAN06362,CUST04834,BR007,Education Loan,2020-03-12,1113926.81,15.18,84,1110191.96,Pending
LOAN06363,CUST06988,BR005,Business Loan,2021-11-07,871595.06,9.16,60,129739.51,Defaulted
LOAN06364,CUST05236,BR029,Home Loan,2025-01-09,7239921.85,14.49,180,5176227.98,Defaulted
LOAN06365,CUST00831,BR030,Education Loan,2021-04-17,594457.5,14.76,60,42309.72,Closed
LOAN06366,CUST06977,BR027,Auto Loan,2024-08-04,931539.28,13.5,120,653591.92,Defaulted
LOAN06367,CUST02663,BR052,Home Loan,2021-04-14,1285935.52,8.67,120,521929.68,Defaulted
LOAN06368,CUST06764,BR056,Business Loan,2025-08-05,4684863.04,7.11,36,2573568.94,Closed
LOAN06369,CUST06997,BR012,Personal Loan,2020-07-07,736855.36,11.46,48,94225.28,Defaulted
LOAN06370,CUST02770,BR026,Personal Loan,2023-03-17,669307.84,13.79,240,264844.69,Defaulted
LOAN06371,CUST04083,BR004,Education Loan,2024-12-15,972654.99,10.7,60,943808.93,Active
LOAN06372,CUST02914,BR016,Personal Loan,2025-03-02,144852.89,11.42,24,120822.66,Pending
LOAN06373,CUST00128,BR024,Business Loan,2025-05-30,1213381.96,12.58,60,1103872.88,Pending
LOAN06374,CUST07632,BR001,Personal Loan,2021-10-14,524578.03,7.38,84,518558.99,Defaulted
LOAN06375,CUST02180,BR047,Home Loan,2024-10-31,7391079.88,10.34,180,4881968.47,Pending
LOAN06376,CUST03577,BR038,Personal Loan,2021-06-20,116632.86,7.52,120,115321.39,Closed
LOAN06377,CUST00222,BR035,Business Loan,2023-05-11,3570115.56,11.05,48,1751854.14,Pending
LOAN06378,CUST02478,BR051,Home Loan,2024-10-10,1108254.87,9.75,48,942187.86,Closed
LOAN06379,CUST07626,BR037,Business Loan,2024-03-05,2350249.46,14.86,84,461499.6,Defaulted
LOAN06380,CUST07289,BR018,Education Loan,2020-01-27,476426.04,12.52,36,164465.42,Closed
LOAN06381,CUST01753,BR059,Personal Loan,2022-09-03,117946.17,14.45,24,59629.11,Closed
LOAN06382,CUST02169,BR037,Home Loan,2025-04-21,7478161.08,13.5,84,1890882.85,Closed
LOAN06383,CUST04114,BR030,Auto Loan,2023-04-29,1422184.91,10.78,36,273988.81,Defaulted
LOAN06384,CUST01707,BR037,Auto Loan,2022-03-08,1041495.23,12.06,48,752273.48,Pending
LOAN06385,CUST07890,BR046,Business Loan,2025-10-20,1941134.19,9.08,12,1362546.07,Pending
LOAN06386,CUST01356,BR002,Education Loan,2025-12-22,1231491.23,7.04,180,1154295.01,Pending
LOAN06387,CUST01543,BR055,Business Loan,2021-09-26,3624661.35,8.92,84,1106181.78,Pending
LOAN06388,CUST06592,BR014,Auto Loan,2023-02-02,514737.78,14.4,84,356176.93,Active
LOAN06389,CUST07487,BR007,Auto Loan,2020-07-19,1122600.17,10.18,240,573302.28,Active
LOAN06390,CUST02340,BR027,Personal Loan,2021-04-11,687370.41,12.98,60,230952.72,Pending
LOAN06391,CUST00365,BR014,Personal Loan,2022-05-22,649272.88,7.02,60,400471.11,Pending
LOAN06392,CUST07851,BR047,Education Loan,2025-09-29,370694.03,14.73,60,359265.31,Active
LOAN06393,CUST04720,BR050,Business Loan,2020-11-13,3823172.53,9.63,60,1732753.7,Pending
LOAN06394,CUST06267,BR057,Personal Loan,2025-12-10,80355.03,10.37,60,34515.89,Active
LOAN06395,CUST00235,BR023,Personal Loan,2021-05-20,133396.02,7.25,12,43542.02,Active
LOAN06396,CUST07247,BR009,Personal Loan,2020-09-09,102848.23,13.07,240,12044.17,Pending
LOAN06397,CUST02023,BR056,Auto Loan,2021-09-20,529152.02,7.38,84,388175.31,Active
LOAN06398,CUST06509,BR043,Home Loan,2022-03-04,7377766.47,9.32,60,6934818.6,Pending
LOAN06399,CUST06801,BR056,Personal Loan,2021-08-15,298122.57,8.4,120,198979.35,Active
LOAN06400,CUST02506,BR039,Business Loan,2020-01-24,3285407.46,13.7,120,2313331.18,Defaulted
LOAN06401,CUST06021,BR043,Education Loan,2021-05-17,987868.45,12.08,12,85034.38,Pending
LOAN06402,CUST03813,BR009,Business Loan,2020-12-17,603786.46,8.0,24,455962.16,Defaulted
LOAN06403,CUST05714,BR052,Business Loan,2025-03-13,1540432.2,13.28,48,720034.8,Defaulted
LOAN06404,CUST05846,BR037,Personal Loan,2025-02-07,285743.47,15.3,180,175313.87,Defaulted
LOAN06405,CUST02230,BR046,Education Loan,2020-01-31,347154.56,14.95,36,36566.72,Closed
LOAN06406,CUST00272,BR018,Business Loan,2023-12-17,3664354.73,7.98,36,1388381.6,Pending
LOAN06407,CUST01645,BR012,Home Loan,2025-07-08,7003956.55,11.89,12,5709136.06,Active
LOAN06408,CUST01437,BR039,Home Loan,2024-02-24,7721520.15,13.19,84,6502682.55,Defaulted
LOAN06409,CUST02470,BR034,Business Loan,2023-01-19,2682525.29,8.34,36,577977.46,Closed
LOAN06410,CUST00079,BR052,Home Loan,2021-12-24,7405209.35,15.14,60,4619040.29,Closed
LOAN06411,CUST00339,BR059,Home Loan,2023-06-22,5441276.99,10.3,180,5348254.69,Active
LOAN06412,CUST00982,BR007,Personal Loan,2024-01-12,530893.26,7.52,12,216767.84,Active
LOAN06413,CUST02021,BR050,Auto Loan,2021-09-12,1511260.12,9.6,84,309786.03,Active
LOAN06414,CUST04327,BR049,Business Loan,2020-11-19,1599635.71,10.24,240,1531846.8,Pending
LOAN06415,CUST00249,BR033,Education Loan,2021-11-11,905088.54,12.21,48,297694.7,Pending
LOAN06416,CUST02309,BR058,Home Loan,2023-03-12,5435347.48,11.71,24,3905466.89,Active
LOAN06417,CUST02660,BR007,Education Loan,2020-12-10,1409705.52,15.03,180,1310901.94,Closed
LOAN06418,CUST05012,BR004,Personal Loan,2020-05-19,309260.78,13.72,180,40679.0,Defaulted
LOAN06419,CUST01898,BR039,Education Loan,2022-01-30,1282382.0,7.15,84,296080.53,Closed
LOAN06420,CUST04337,BR058,Auto Loan,2022-07-01,781147.77,11.07,24,116810.34,Pending
LOAN06421,CUST05066,BR023,Auto Loan,2020-05-19,1370424.68,14.37,84,1325116.29,Active
LOAN06422,CUST07377,BR048,Auto Loan,2025-06-16,800949.97,14.59,60,693760.71,Active
LOAN06423,CUST03713,BR048,Auto Loan,2021-04-14,771799.06,12.12,84,322236.68,Closed
LOAN06424,CUST02572,BR046,Home Loan,2024-09-14,4112545.06,8.86,84,1381185.2,Closed
LOAN06425,CUST02742,BR053,Auto Loan,2024-01-12,271076.3,11.22,12,96055.93,Defaulted
LOAN06426,CUST05578,BR019,Home Loan,2025-10-20,1892000.7,7.75,120,1607266.49,Closed
LOAN06427,CUST04699,BR052,Auto Loan,2022-07-26,1525756.64,11.42,120,966415.39,Pending
